index,x1,y1,x2,y2,confidence,class,center_x,center_y,crop_x1,crop_y1,x_final_centre_point,y_final_centre_point
0,1844.7430419921875,1102.2550048828125,1943.847412109375,1198.0927734375,0.9451158046722412,0.0,50.642625954945885,47.71537644704183,7.4829607009887695,10.999920845031738,1895.3856679471335,1149.9703813298543
1,993.0853881835938,1518.9052734375,1092.6844482421875,1611.437255859375,0.9398561716079712,0.0,51.900862068965516,45.96551697829674,0.0,9.026975631713867,1044.9862502525593,1564.8707904157968
2,851.4757690429688,964.8955078125,948.8381958007812,1062.7340087890625,0.9190744757652283,0.0,47.86117922241364,46.500751931463654,3.598241090774536,7.033039093017578,899.3369482653824,1011.3962597439637
3,2006.524658203125,1659.8135986328125,2107.510986328125,1757.599853515625,0.8959531784057617,0.0,52.09452105187751,49.04509024186568,9.953341484069824,10.774019241333008,2058.6191792550026,1708.8586888746781
4,1847.6624755859375,1508.378662109375,1943.504150390625,1601.3345947265625,0.8887479901313782,0.0,50.27613015943958,56.54129156297253,5.017968654632568,12.501628875732422,1897.9386057453771,1564.9199536723474
5,981.76220703125,1107.1839599609375,1093.9586181640625,1222.71484375,0.8779953122138977,0.0,51.15272341630398,50.01105685111804,5.067856311798096,5.0830979347229,1032.914930447554,1157.1950168120557
6,2007.19482421875,953.4434204101562,2104.2734375,1043.0465087890625,0.8778026700019836,0.0,50.787673655135855,47.4953402524495,6.4845051765441895,8.426290512084961,2057.9824978738857,1000.9387606626058
11,851.9091796875,1667.6146240234375,950.876220703125,1761.7149658203125,0.7979562878608704,0.0,46.579234629549006,48.64334706337221,0.0,10.10006046295166,898.488414317049,1716.2579710868097
17,1418.54736328125,938.390625,1530.0966796875,1043.7060546875,0.6650275588035583,0.0,57.76560441930811,57.560313925042855,11.822543144226074,21.421669006347656,1476.3129677005581,995.9509389250428
